Unnamed: 0,0,1,2,3,4
233,Ricky Grover,1961,"['Bulla... Big Fat Gypsy Gangster', 'Fyre Rises', '6,3', '8,8']","['Reparto', 'Guion', 'Producción']","['Brest European Short Film Festival Gan', 'London Independent Film Festival Gan', 'Behind the Voice Actors Awards Nom', 'National Film Awards UK Nom', 'Romford Film Festival Gan']"
234,Mickey Rourke,1952,"['Sin City: Ciudad del pecado', 'El luchador', 'El corazón del ángel', 'Iron Man 2']","['Reparto', 'Guion', 'Producción']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Gan', 'Boston Society of Film Critics Awards Gan', 'BAFTA Awards Gan', 'Critics Choice Awards Nom']"
235,Michael Jai White,1967,"['Dinamita negra', 'Spawn', 'El caballero oscuro', 'Promesa sangrienta']","['Reparto', 'Guion', 'Producción']","['Blockbuster Entertainment Awards Nom', 'Image Awards (NAACP) Nom', 'Black Reel Awards Nom', 'Contribuir a esta página ir ']"
236,James Russo,1953,"['Not a Stranger', 'Django desencadenado', 'Open Range', 'La novena puerta']","['Reparto', 'Guion', 'Dirección']","['San Diego Film Festival Gan', 'Route 66 Film Festival Gan', 'Golden Door International Film Festival of Jersey City Nom', 'Contribuir a esta página ir ']"
237,Dwayne Johnson,1972,"['Black Adam', 'Jumanji: Bienvenidos a la jungla', 'Viaje al centro de la Tierra 2: La isla misteriosa', 'Baywatch: Los vigilantes de la playa']","['Reparto', 'Producción', 'Guion']","['Acapulco Black Film Festival Nom', 'Critics Choice Awards Nom', 'Image Awards (NAACP) Nom', 'International Documentary Association Nom', ""Kids' Choice Awards USA Gan""]"
238,Emily Blunt,1983,"['Al filo del mañana', 'El diablo viste de Prada', 'Destino oculto', 'La pesca de salmón en Yemen']","['Reparto', 'Producción', 'Equipos adicionales']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Gan', 'BAFTA Awards Nom', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom']"
239,Edgar Ramírez,1977,"['Gold, la gran estafa', 'Point Break (Sin límites)', 'Líbranos del mal', 'Carlos', '2010 • 3 episodios']","['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']","['ALMA Awards Gan', 'Amiens International Film Festival Gan', 'César Awards France Gan', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom']"
240,Jack Whitehall,1988,"['Jungle Cruise', 'Bad Education', '2012–2023 • 21 episodios', '2016', '2015']","['Reparto', 'Guion', 'Producción']","['British Comedy Awards Gan', 'Broadcasting Press Guild Awards Nom', 'Monte-Carlo TV Festival Nom', 'Royal Television Society UK Nom']"
241,Jesse Plemons,1988,"['Noche de juegos', 'El irlandés', 'Battleship', 'El poder del perro']","['Reparto', 'Música', 'Producción']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'BAFTA Awards Nom', 'Critics Choice Awards Nom', 'Cannes Film Festival Gan']"
242,Paul Giamatti,1967,"['Entre copas', 'Cinderella Man. El hombre que no se dejó tumbar', 'American Splendor', 'Los que se quedan']","['Reparto', 'Producción', 'Dirección']","['Academy Awards USA Nom', 'Annie Awards Nom', 'Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Gan', 'BAFTA Awards Nom']"
243,Dani Rovira,1980,"['Jungle Cruise', 'Ocho apellidos vascos', '100 metros', 'Taxi a Gibraltar']","['Reparto', 'Guion', 'Dirección']","['Cinema Writers Circle Awards Spain Gan', 'Fotogramas de Plata Nom', 'Goya Awards Gan', 'CinEuphoria Awards Gan', ""L'Alfàs del Pi Film Festival Gan""]"
244,Quim Gutiérrez,1981,"['Azuloscurocasinegro', 'Jungle Cruise', 'Anacleto: Agente secreto', 'La cara oculta']","['Reparto', 'Banda sonora']","['Cinema Writers Circle Awards Spain Nom', 'Fotogramas de Plata Nom', 'Goya Awards Gan', 'Málaga Spanish Film Festival Gan', 'Spanish Actors Union Gan']"
245,Rajkummar Rao,1984,"['Shahid', 'Newton', 'Ludo', 'Queen']",['Reparto'],"['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Apsara Film Producers Guild Awards Nom']"
246,Janhvi Kapoor,1997,"['Gunjan Saxena: La chica de Kargil', 'Bawaal', 'Dhadak', 'Mili']",['Reparto'],"['Filmfare Awards Nom', 'Zee Cine Awards Nom', 'Vogue Beauty Awards Gan', 'HELLO! Hall of Fame Awards India Gan', 'Screen Awards IN Nom']"
247,Varun Sharma,1990,"['Fukrey', 'Chhichhore', 'Dilwale', 'Fukrey 3']",['Reparto'],"['Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'Apsara Film Producers Guild Awards Gan', 'Indian Television Academy Awards India Gan', 'IBNLive Movie Awards Gan']"
248,Manav Vij,1977,"['Andhadhun', 'Udta Punjab', 'Gunjan Saxena: La chica de Kargil', 'Laal Singh Chaddha']",['Reparto'],"['PTC Punjabi Film Awards Gan', 'Hitlist OTT Awards Nom', 'Bollywood Life Awards Nom', 'Bollywood Film Journalist Awards Nom']"
249,Sarita Joshi,1941,"['12th Fail', 'Baa Bahoo Aur Baby', '2005–2010 • 553 episodios', 'Radha Limaye', 'Gangoobai']",['Reparto'],"['Indian Television Academy Awards India Gan', 'Indian Telly Awards Gan', 'Star Parivaar Awards Gan', 'FOI Online Awards Nom', 'Indian Film and Television Awards Nom']"
250,David Arquette,1971,"['Scream 3', 'Nunca me han besado', 'Scream 2', 'Arac Attack']","['Producción', 'Reparto', 'Dirección']","['Blockbuster Entertainment Awards Gan', 'Breckenridge Festival of Film Gan', 'Sitges - Catalonian International Film Festival Nom', 'Daytime Emmy Awards Nom', 'Ft. Lauderdale International Film Festival Gan']"
251,Snoop Dogg,1971,"['Training Day (Día de entrenamiento)', 'Turbo', 'Baby Boy', 'Starsky & Hutch']","['Music Artist', 'Reparto', 'Producción']","['Adult Video News Awards Nom', 'BET Awards Gan', 'Primetime Emmy Awards Gan', 'Grammy Awards Nom', 'MTV Movie + TV Awards Nom']"
252,Tasie Lawrence,1990,"['Misterio en Anubis', '2011–2013 • 146 episodios', 'Vanessa Lennox', 'Danya', 'Serie de TV']",['Reparto'],"['London Film Awards Gan', 'Contribuir a esta página ir ']"
253,Kate Beckinsale,1973,"['Underworld: Evolution', 'Underworld', 'Van Helsing', 'Habitación sin salida']","['Reparto', 'Producción', 'Equipos adicionales']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Critics Choice Awards Nom', 'Sitges - Catalonian International Film Festival Gan', 'Costume Designers Guild Awards Gan', 'Evening Standard British Film Awards Gan']"
254,Jai Courtney,1986,"['Terminator: Génesis', 'Divergente', 'Escuadrón suicida', 'La jungla: Un buen día para morir']",['Reparto'],"['Film Critics Circle of Australia Awards Nom', 'Australian Film Critics Association Awards Nom', 'Australian Academy of Cinema and Television Arts (AACTA) Awards Nom', 'Australians in Film Awards Gan', 'Odyssey Awards Nom']"
255,Stanley Tucci,1960,"['Big Night', 'Spotlight', 'The Lovely Bones', 'Capitán América: El primer vengador']","['Reparto', 'Producción', 'Guion']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Aspen Shortsfest Gan', 'Bogota Film Festival Nom', 'Boston Society of Film Critics Awards Nom']"
256,Bobby Cannavale,1970,"['The Station Agent (Vías cruzadas)', 'Ant-Man', 'Blue Jasmine', 'Parker']","['Reparto', 'Guion', 'Producción']","['ALMA Awards Nom', 'Critics Choice Awards Nom', 'Primetime Emmy Awards Gan', 'Satellite Awards Nom', 'Gotham Awards Nom']"
257,Laverne Cox,1972,"['Una joven prometedora', 'Orange Is the New Black', '2013–2019 • 40 episodios', '2011', 'Dr. Frank-N-Furter']","['Reparto', 'Producción', 'Guion']","['Daytime Emmy Awards Gan', 'Primetime Emmy Awards Nom', 'GLAAD Media Awards Gan', 'Image Awards (NAACP) Nom', 'Screen Actors Guild Awards Gan']"
258,David Bradley,1942,"['Bienvenidos al fin del mundo', 'Arma fatal', 'Harry Potter y las Reliquias de la Muerte: Parte 2', 'Pinocho de Guillermo del Toro']","['Reparto', 'Localización', 'Banda sonora']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Annie Awards Nom', 'BAFTA Awards Gan', 'London Critics Circle Film Awards Nom', 'San Diego Film Critics Society Awards Nom']"
259,Susan Sarandon,1946,"['Thelma & Louise', 'Pena de muerte', 'Quédate a mi lado', 'El cliente']","['Reparto', 'Producción', 'Equipos adicionales']","['Academy Awards USA Gan', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'American Comedy Awards USA Nom', 'Blockbuster Entertainment Awards Nom', 'BAFTA Awards Gan']"
260,Jenny Zigrino,1987,"['Bad Santa 2', 'FabUless', '50 sombras muy oscuras', 'The Smartest Dumb Girl']","['Guion', 'Reparto', 'Producción']","['Indie Series Awards Nom', 'Contribuir a esta página ir ']"
261,Jack De Sena,1987,"['Avatar. La leyenda de Aang', '2005–2008 • 60 episodios', 'Callum(voz)', 'Serie de TV', '6,3']","['Reparto', 'Guion', 'Dirección']","['Young Artist Awards Gan', 'The Streamy Awards Nom', 'FilmQuest Nom', 'Behind the Voice Actors Awards Gan']"
262,Mary Lynn Rajskub,1971,"['24', '2003–2010 • 126 episodios', '2002', '2006', '2006']","['Reparto', 'Guion', 'Producción']","['Gotham Awards Nom', 'Screen Actors Guild Awards Nom', 'Teen Choice Awards Nom', 'Gold Derby Awards Nom']"
263,Fred Armisen,1966,"['Portlandia', '2011–2016 • 59 episodios', '2004', 'VariousBarack ObamaPrince', 'Pastor']","['Música', 'Reparto', 'Guion']","['American Comedy Awards USA Nom', 'Primetime Emmy Awards Nom', 'Grammy Awards Nom', 'MTV Movie + TV Awards Nom', 'Peabody Awards Gan']"
264,Saif Ali Khan,1970,"['Kal Ho Naa Ho', 'Dil Chahta Hai', 'Hum Tum', 'Omkara']","['Reparto', 'Producción', 'Música']","['Filmfare Awards Gan', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Apsara Film Producers Guild Awards Nom']"
265,Rani Mukerji,1978,"['Black', 'Hum Tum', 'Veer-Zaara', 'No One Killed Jessica']",['Reparto'],"['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'Apsara Film Producers Guild Awards Nom', 'Bollywood Awards Nom']"
266,Siddhant Chaturvedi,1993,"['Gully Boy', 'Gehraiyaan', '¿Dónde nos perdimos?', 'Inside Edge', '2017–2019 • 19 episodios']","['Reparto', 'Guion']","['Filmfare Awards Gan', 'Awards of the International Indian Film Academy Gan', 'Zee Cine Awards Gan', 'Dadasaheb Phalke International Film Festival (DPIFF) Gan', 'Vogue Beauty Awards Gan']"
267,Sharvari Wagh,1996,"['Bunty Aur Babli 2', 'The Huntress', '2024']",['Reparto'],"['Filmfare Awards Gan', 'Awards of the International Indian Film Academy Gan', 'HELLO! Hall of Fame Awards India Gan', 'Lions Gold Awards Gan', 'Filmfare Awards East Gan']"
268,Pankaj Tripathi,1976,"['Gangs of Wasseypur', 'Stree', 'Gunjan Saxena: La chica de Kargil', 'Ludo']",['Reparto'],"['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Indian Television Academy Awards India Nom']"
269,Prem Chopra,1935,"['Koi... Mil Gaya', 'Do Anjaane', 'Animal', 'Gehri Chaal']","['Reparto', 'Música']","['Filmfare Awards Gan', 'Screen Awards IN Gan', 'Filmfare Awards East Gan', 'Contribuir a esta página ir ']"
270,Govardhan Asrani,1941,"['Bodyguard', 'Sholay', 'Chala Murari Hero Banne', 'Hera Pheri']","['Reparto', 'Dirección', 'Producción']","['Filmfare Awards Nom', ""People's Choice Awards India Nom"", 'Screen Awards IN Nom', 'Contribuir a esta página ir ']"
271,Yashpal Sharma,1967,"['Lagaan: Érase una vez en la India', 'Neeli Chatri Waale', '2014 • 156 episodios', '2012', '2003']","['Reparto', 'Producción', 'Dirección']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', ""Sansui Viewer's Choice Awards Nom"", 'Screen Awards IN Nom']"
272,Rajiv Gupta,1967,"['Paan Singh Tomar', 'PK', 'La boda del monzón', 'Dil Se..']",['Reparto'],"['Screen Awards IN Nom', 'Contribuir a esta página ir ']"
0,Baburaj,1970,"['Joji', ""Salt n' Pepper"", 'Black Dhaliya', 'Manushya Mrugam']","['Reparto', 'Guion', 'Dirección']","['South Indian International Movie Awards Gan', 'Vanitha Film Awards Gan', 'Contribuir a esta página ir ']"
1,Lal,1958,"['Hera Pheri', 'Ponniyin Selvan: Part One', 'Godfather', ""Salt n' Pepper""]","['Reparto', 'Guion', 'Producción']","['Kerala State Film Awards Gan', 'South Indian International Movie Awards Nom', 'Vanitha Film Awards Gan', 'Contribuir a esta página ir ']"
2,Lenaa,1981,"['Aadhi', 'Ennu Ninte Moideen', 'Airlift', 'Kanyaka Talkies']","['Reparto', 'Guion']","['Asianet Film Awards Gan', 'Kerala State Film Awards Gan', 'Filmfare Awards South Nom', 'South Indian International Movie Awards Gan', 'Vanitha Film Awards Gan']"
3,Al Weaver,1981,"['Colette', 'Press', '2018 • 6 episodios', '2018', '2005']","['Reparto', 'Dirección', 'Producción']","['Behind the Voice Actors Awards Nom', 'Contribuir a esta página ir ']"
4,Sinead Matthews,1980,"['Pride & Prejudice (Orgullo y prejuicio)', 'Radio encubierta', 'El secreto de Vera Drake', 'Mr. Turner']",['Reparto'],"['Edinburgh International Film Festival Gan', 'National Film Awards UK Nom', 'Contribuir a esta página ir ']"
5,James Maslow,1990,"['Big Time Rush', '2009–2013 • 73 episodios', 'James Diamond', 'Great Scott', 'Serie de TV']","['Reparto', 'Producción', 'Música']","[""Kids' Choice Awards USA Gan"", 'Method Fest Nom', 'Young Artist Awards Nom', 'Young Hollywood Awards Nom', 'Fangoria Chainsaw Awards Nom']"
6,Ciara Hanna,1991,"['Stars Fell on Alabama', 'Power Rangers Megaforce', '2013–2014 • 42 episodios', '2014', '2023']",['Reparto'],"['Underground Monster Carnival Gan', 'Hollywood Blood Horror Festival Gan', 'Contribuir a esta página ir ']"
7,Zebedee Row,1988,"['Vinyl', '2016 • 1 episodio', '2022', '2021']","['Reparto', 'Música', 'Banda sonora']","['The Florida Comedy Film Festival Gan', 'Contribuir a esta página ir ']"
8,Jaclyn Betham,1986,"['NCIS: Nueva Orleans', '2018 • 1 episodio', 'Amanda Cryer', 'Serie de TV', '4,3']","['Reparto', 'Especialistas', 'Guion']","['Idyllwild International Festival of Cinema Nom', 'Contribuir a esta página ir ']"
9,Liza Lapira,1981,"['21: Black Jack', 'Crazy, Stupid, Love.', 'Fast & Furious: Aún más rápido', 'Domino']","['Reparto', 'Producción', 'Banda sonora']","['ShoWest Convention USA Gan', 'Contribuir a esta página ir ']"
10,Dante Basco,1975,"['Hook (El capitán Garfio)', ""But I'm a Cheerleader"", 'Déjate llevar', 'Hang Loose']","['Reparto', 'Producción', 'Guion']","['Young Artist Awards Gan', 'VC FilmFest - Los Angeles Asian Pacific Film Festival Gan', 'Queens World Film Festival Gan', 'Glendale International Film Festival Gan', 'National Film Society Awards Gan']"
11,Dionysio Basco,1977,"['Dahmer, el carnicero de Milwaukee', 'The Head Thieves', 'American Sicario', ""3's a Couple""]","['Reparto', 'Dirección', 'Producción']","['Los Angeles Philippine Film Festival Gan', 'Contribuir a esta página ir ']"
12,Tirso Cruz III,1952,"['Bilangin ang bituin sa langit', 'Kahit buhay ko...', 'Honor Thy Father', 'Sigwa']","['Reparto', 'Banda sonora']","['FAP Awards Philippines Nom', 'FAMAS Awards Nom', 'Gawad Urian Awards Nom', 'Metro Manila Film Festival Nom', 'Star Awards for Movies Nom']"
13,Kriti Sanon,1990,"['Dilwale', 'Mimi', 'Bareilly Ki Barfi', 'Heropanti']","['Reparto', 'Producción', 'Publicista']","['Filmfare Awards Gan', 'Awards of the International Indian Film Academy Gan', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Apsara Film Producers Guild Awards Gan']"
14,Pankaj Tripathi,1976,"['Gangs of Wasseypur', 'Stree', 'Gunjan Saxena: La chica de Kargil', 'Ludo']",['Reparto'],"['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Nom', 'National Film Awards India Gan', 'Indian Television Academy Awards India Nom']"
15,Sai Tamhankar,1986,"['Mimi', 'Ghajini', 'Pondicherry', 'Dhurala']",['Reparto'],"['Filmfare Awards Gan', 'Awards of the International Indian Film Academy Gan', 'Indian Television Academy Awards India Nom', 'Filmfare Awards Marathi Nom', 'IWM Digital Awards Nom']"
16,Manoj Pahwa,1963,"['Article 15', 'Mulk', 'Wanted', 'Mimi']",['Reparto'],"['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Gan', 'Screen Awards IN Nom', 'Indian Telly Awards Nom']"
17,Supriya Pathak,1961,"['Goliyon Ki Raasleela Ram-leela', 'Wake Up Sid', 'Mimi', 'Kalyug']","['Reparto', 'Producción']","['Filmfare Awards Nom', 'Awards of the International Indian Film Academy Nom', 'Zee Cine Awards Gan', 'Apsara Film Producers Guild Awards Gan', 'Indian Television Academy Awards India Gan']"
18,Francesca Reale,1994,"['Revancha ya', 'Stranger Things', '2019 • 6 episodios', '2022', 'Emily']","['Reparto', 'Producción', 'Vestuario']","['Screen Actors Guild Awards Nom', 'Contribuir a esta página ir ']"
19,Jerry Ferrara,1979,"['Entourage (El séquito)', '2004–2011 • 96 episodios', '2013', '2015', '2012']","['Reparto', 'Producción', 'Guion']","['Screen Actors Guild Awards Nom', 'Teen Choice Awards Nom', 'National Film and Television Awards USA Nom', 'Contribuir a esta página ir ']"
20,Richard Jenkins,1947,"['La forma del agua', 'The visitor', 'Hermanos por pelotas', 'Quemar después de leer']","['Reparto', 'Producción', 'Banda sonora']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Nom', 'Breckenridge Festival of Film Gan', 'Critics Choice Awards Nom']"
21,Jayne Houdyshell,1953,"['Solo asesinatos en el edificio', '2021–2023 • 14 episodios', '2021', '2019', '2022']","['Reparto', 'Banda sonora']","['Screen Actors Guild Awards Nom', 'Online Film & Television Association Nom', 'International Online Cinema Awards (INOCA) Nom', 'Gold Derby Awards Nom', 'Pena de Prata Nom']"
22,Amy Schumer,1981,"['Y de repente tú', 'Descontroladas', 'Inside Amy Schumer', '2013–2022 • 44 episodios', '2018']","['Guion', 'Reparto', 'Producción']","['American Comedy Awards USA Nom', 'Critics Choice Awards Gan', 'Chicago Film Critics Association Awards Nom', 'Directors Guild of America USA Nom', 'Primetime Emmy Awards Nom']"
23,Beanie Feldstein,1993,"['Súper empollonas', 'Lady Bird', 'Malditos vecinos 2', 'Cómo se hace una chica']","['Reparto', 'Producción', 'Banda sonora']","['Golden Globes USA Nom', 'Satellite Awards Nom', 'Santa Barbara International Film Festival Gan', 'Screen Actors Guild Awards Nom', 'CinemaCon USA Gan']"
